Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
6/18/2024,12:02:08,23.835,8.57,101.4,0.1,-0.09,7.83,84.8,0.04,55,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:02:47,23.804,8.62,102,0.08,-0.1,7.79,84.7,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:03:14,23.644,8.63,101.9,0.09,-0.2,7.77,84.8,0.04,55,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:03:56,23.49,8.68,102.2,0.1,-0.18,7.78,84.7,0.04,55,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:04:36,23.426,8.69,102.2,0.09,-0.17,7.77,84.6,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:05:11,23.412,8.69,102.1,0.1,-0.19,7.77,84.6,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:05:49,23.342,8.68,101.9,0.12,-0.2,7.77,84.6,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:06:19,23.06,8.69,101.5,0.14,-0.19,7.77,84.7,0.04,55,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:06:52,22.416,8.56,98.7,0.18,-0.12,7.74,85.1,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:07:27,21.916,8.76,100,0.15,-0.18,7.75,85,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:08:12,21.742,8.82,100.3,0.14,-0.16,7.76,84.4,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:09:01,21.542,8.84,100.2,0.14,-0.14,7.76,84.4,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:09:32,21.335,8.83,99.7,0.17,-0.12,7.76,84.5,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:10:13,21.254,8.83,99.6,0.18,-0.13,7.75,84.4,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:10:56,20.959,8.79,98.6,0.2,-0.11,7.72,84.4,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:11:26,20.657,8.71,97.1,0.25,-0.06,7.68,84.4,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:11:55,19.597,9.39,102.5,0.23,-0.07,7.67,84.3,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:12:29,18.48,10.2,108.9,0.24,-0.05,7.66,84.4,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:13:26,17.168,11.33,117.7,0.32,0.04,7.67,84.5,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:14:07,16.199,11.72,119.3,0.28,0.07,7.69,84.2,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:14:37,15.441,11.93,119.4,0.27,0.09,7.7,84.3,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:15:13,14.538,11.93,117.2,0.29,0.13,7.68,84.4,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:15:49,14.067,11.98,116.5,0.29,0.17,7.66,84.5,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:15:56,13.876,12.03,116.5,0.3,0.15,7.66,84.4,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:16:47,11.528,12.56,115.3,0.42,0.25,7.68,85,0.04,55,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:17:14,10.807,12.6,113.8,0.47,0.28,7.68,84.9,0.04,55,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:17:50,10.143,12.62,112.2,0.49,0.35,7.67,84.9,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:18:27,9.394,12.66,110.6,0.52,0.41,7.66,84.7,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:19:01,8.974,12.69,109.8,0.53,0.46,7.66,84.2,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
